impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-181065,A732290,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732290,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,8 MONTHS,Female,Domestic Longhair,Tortie,"Jul 19, 2025",Received on,23900 block of  102ND AVE SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732290,Image Copyright HLP Inc. 2025,"Received on: 2025-07-19<p/> Found Near: 23900 block of  102ND AVE SE<p/> Description: Tortie Female Domestic Longhair Cat<p/> Age: 8 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180527,A731509,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2962033,LOST,Sampson,Cat,Under 1 year<p/>,Male,Domestic Mediumhair,Unknown,"Jul 01, 2025",Date Lost,SE  220th Ct & 120th Ave SE,Kent,,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2962033,Image Copyright HLP Inc. 2025,"Description: Buff light orange tabby, fluffy tummy, slender build. About 9 months old almost full grown. Unneutered male<p/>Age: Under 1 year<p/>Location Lost: 220th and 120th Ave se, Kent WA  98031<p/>Lost Date: 2025-07-01<p/>",
K25-179836,A730327,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2953596,In Public Home,,Dog,Under 1 year<p/>,Male,Alaskan Husky,Unknown,"Jun 14, 2025",Date Found,24th  Ave S & S 232nd St,Des Moines,,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2953596,Image Copyright HLP Inc. 2025,"Description: Light colored husky male under 1 year old. Brown eyes. Collar is green color with red and white stripes with a metal prong color on top. No tags. No chip.<p/>Age: Under 1 year<p/>Found Near: 24th ave s and 232nd st, Seattle WA  98198<p/>Found Date: 2025-06-14<p/>",
K25-181044,A732262,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732262,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Turtle,NO AGE,Female,Turtle,Green / Yellow,"Jul 18, 2025",Received on,25400 block of  38TH PL S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732262,Image Copyright HLP Inc. 2025,"Received on: 2025-07-18<p/> Found Near: 25400 block of  38TH PL S<p/> Description: Green / Yellow Female Turtle Turtle<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180952,A732156,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732156,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Binx,Cat,10 YEARS,Male,Domestic Shorthair,White / Brown,"Jul 16, 2025",Received on,21600 block of  276TH AVE SE,MAPLE VALLEY,WA,98038,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732156,Image Copyright HLP Inc. 2025,"Received on: 2025-07-16<p/> Found Near: 21600 block of  276TH AVE SE<p/> Description: White / Brown Male Domestic Shorthair Cat<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180293,A731107,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2958600,LOST,Bean,Dog,Unknown<p/>,Female,Chihuahua - Smooth Coated,Unknown,"Jun 28, 2025",Date Lost,EDMONDS  AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2958600,Image Copyright HLP Inc. 2025,"Description: 20 pounds. Black tall chihuahua<p/>Age: Unknown<p/>Location Lost: Edmonds Ave NE, Renton WA  98056<p/>Lost Date: 2025-06-28<p/>",
K25-181026,A732239,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732239,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,9 WEEKS,Male,Border Collie / Alaskan Husky,Rust / Sable,"Jul 18, 2025",Received on,39900 block of  264TH AVE SE,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732239,Image Copyright HLP Inc. 2025,"Received on: 2025-07-18<p/> Found Near: 39900 block of  264TH AVE SE<p/> Description: Rust / Sable Male Border Collie / Alaskan Husky Dog<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181004,A732202,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732202,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cameron,Cat,9 WEEKS,Male,Domestic Shorthair,Black,"Jul 17, 2025",Received on,21600 block of  64TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732202,Image Copyright HLP Inc. 2025,"Received on: 2025-07-17<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180964,A732171,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2967248,In Public Home,,Dog,Under 1 year<p/>,Female,Doberman Pinscher,Black,"Jul 16, 2025",Date Found,Beacon  Ave S & S Brandon St,Seattle,,98108,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2967248,Image Copyright HLP Inc. 2025,"Description: Young female doberman, with black and tan markings, pennies above her eyes, uncropped ears, bob tail, purple canvas collar. <p/>Age: Under 1 year<p/>Found Near: Beacon Ave. S. and S. Brandon St. , Seattle WA  98144<p/>Found Date: 2025-07-16<p/>",
K25-181086,A732312,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2968291,LOST,Yuki,Cat,Under 1 year<p/>,Male,British Shorthair,White,"Jul 18, 2025",Date Lost,SE  173rd St & 127th Ave SE,Renton,,98058,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2968291,Image Copyright HLP Inc. 2025,"Description: White cat with blue eyes and gray stripes on his tail <p/>Age: Under 1 year<p/>Location Lost: 173rd St and 127th avenue , Renton WA  98058<p/>Lost Date: 2025-07-18<p/>",
K25-181036,A732251,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A732251,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Lady,Dog,8 YEARS,Spayed Female,Maltese / Miniature Poodle,White,"Jul 18, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732251,Image Copyright HLP Inc. 2025,"Received on: 2025-07-18<p/> Description: White<p/>  Spayed Female Maltese / Miniature Poodle Dog<p/> Age: 8 YEARS<p/> Adoption Fee: $200<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi there! My name is Lady. I was surrendered to RASKC by my previous owners when they could no longer care for me. Now I'm looking for a new home. <p/><p/>I'm a sweet, older dog who is looking for a calm and relaxing home. I have been around children but seem to prefer adults - I have a very low-key personality and like to spend my time lounging instead of playing. I am most likely to succeed in a teen/adult home with a low energy level. My previous owners said I am both house trained and crate trained, though my new family should be prepared to provide a little refresher training when I come home. <p/><p/>I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>",
K25-180097,A730845,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2956797,In Public Home,,Bird,Over 1 year<p/>,Male,,Unknown,"Jun 20, 2025",Date Found,Tam  O Shanter Park,,,,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2956797,Image Copyright HLP Inc. 2025,"Description: Yellow and green budgie, male, no ID band, flighted not hand game <p/>Age: Over 1 year<p/>Found Near: Tam O Shanter , Bellevue WA  98008<p/>Found Date: 2025-06-20<p/>",
K25-180488,A731447,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2961056,LOST,Goose,Cat,Over 1 year<p/>,Female,American Shorthair,Black,"Jul 03, 2025",Date Lost,SE  170th St & 194th Ave SE,King County,,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2961056,Image Copyright HLP Inc. 2025,"Description: Solid Black cat, bright green eyes with all white whiskers. She has small ears compared to her body size<p/>Age: Over 1 year<p/>Location Lost: SE 170th st and 194th st SE, Renton WA  98058<p/>Lost Date: 2025-07-03<p/>",
K25-180054,A730741,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2956308,In Public Home,,Cat,Unknown<p/>,Male,Domestic Shorthair,Brown,"Jun 20, 2025",Date Found,2500 block of  S 272ND ST,Kent,,98032,KENT,47.358497,-122.300866,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2956308,Image Copyright HLP Inc. 2025,"Description: Tabby cat with white paws, neck and underbelly. Green yellow Eyes. Not neutered.<p/>Age: Unknown<p/>Found Near: 2500 block of  S 272ND ST<p/>Found Date: 2025-06-20<p/>",
K25-180855,A731949,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A731949,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Scooter,Cat,14 WEEKS,Spayed Female,Domestic Shorthair,Black,"Jul 13, 2025",Received on,1100 block of  BELLEVUE WAY NE,BELLEVUE,WA,98004,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731949,Image Copyright HLP Inc. 2025,"Received on: 2025-07-13<p/> Found Near: 1100 block of  BELLEVUE WAY NE<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 14 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180118,A730881,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2957101,LOST,Princess,Dog,Over 1 year<p/>,Female,Shih Tzu,Black,"Jun 24, 2025",Date Lost,,,,,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2957101,Image Copyright HLP Inc. 2025,"Description: Mostly black with some white and a little bit of brown small shih tzu and chihuahua mixed name is princess very friendly  fluffy curly fur no collar not micro chipped <p/>Age: Over 1 year<p/>Location Lost: 11116 se 238th pl apt I-03 Kent wa , Kent WA  98031<p/>Lost Date: 2025-06-24<p/>",
K25-180473,A731396,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2960715,LOST,Bruno,Dog,Over 1 year<p/>,Male,Shih Tzu,Unknown,"Jul 02, 2025",Date Lost,Oasis  Home Church,,,,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2960715,Image Copyright HLP Inc. 2025,"Description: Blonde small and fluffy shitzu <p/>Age: Over 1 year<p/>Location Lost: Home, Auburn WA  98001<p/>Lost Date: 2025-07-02<p/>",
K25-179587,A729912,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2951176,In Public Home,,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Jun 06, 2025",Date Found,S  119th St & 64th Ave S,King County,,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2951176,Image Copyright HLP Inc. 2025,"Description: Small gray female tabby, dsh. Walks wobbly, most likely due to neurological issues rather than physical issues.<p/>Age: Over 1 year<p/>Found Near: S 119th st and 64th ave S, Seattle WA  98178<p/>Found Date: 2025-06-06<p/>",
K25-180384,A731289,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A731289,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mila,Cat,1 YEAR 3 MONTHS,Spayed Female,Domestic Shorthair,Black,"Jul 01, 2025",Received on,38000 block of  46TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731289,Image Copyright HLP Inc. 2025,"Received on: 2025-07-01<p/> Found Near: 38000 block of  46TH AVE S<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 3 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180618,A731673,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2963647,In Public Home,Brucite,Dog,Over 1 year<p/>,Neutered Male,Chihuahua - Smooth Coated,Black / Tan,"Jul 05, 2025",Date Found,S  160th St & Slade Way,Tukwila,,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2963647,Image Copyright HLP Inc. 2025,"Description: Looks like a Miniature Pinscher or a mix or sure. Small around 6-14lb black and tan with greying<p/>Age: Over 1 year<p/>Found Near: S 160th ST and Slade way, Seattle WA  98188<p/>Found Date: 2025-07-05<p/>",
K25-180034,A729214,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Smudge,Cat,12 WEEKS,Neutered Male,Domestic Shorthair,Black / White,"May 27, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A729214,Image Copyright HLP Inc. 2025,Received on: 2025-05-27<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/> Current Location: In RASKC Foster Home <p/><p/>,
K25-180408,A731323,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2960092,LOST,Kimmie,Dog,Over 1 year<p/>,Female,Border Collie,Unknown,"Jul 01, 2025",Date Lost,29500 block of  112TH AVE SE,Auburn,,98092,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2960092,Image Copyright HLP Inc. 2025,"Description: Black and White super friendly.  <p/>Age: Over 1 year<p/>Location Lost: 29502 112TH AVE SE, Auburn WA  98092<p/>Lost Date: 2025-07-01<p/>",
K25-180294,A731108,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2958609,LOST,Bean,Dog,Unknown<p/>,Female,Chihuahua - Smooth Coated,Unknown,"Jun 28, 2025",Date Lost,EDMONDS  AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2958609,Image Copyright HLP Inc. 2025,"Description: 20 pounds. Black tall chihuahua<p/>Age: Unknown<p/>Location Lost: Edmonds Ave NE, Renton WA  98056<p/>Lost Date: 2025-06-28<p/>",
K25-179431,A729709,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A729709,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Opal,Dog,4 YEARS 6 MONTHS,Spayed Female,St Bernard - Rough Coated / Anatolian Shepherd,White / Brown,"Jun 04, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A729709,Image Copyright HLP Inc. 2025,"Received on: 2025-06-04<p/> Description: White / Brown<p/>  Spayed Female St Bernard - Rough Coated / Anatolian Shepherd Dog<p/> Age: 4 YEARS 6 MONTHS<p/> Adoption Fee: $100<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi there! My name is Opal! I was surrendered to RASKC by my previous owner when they could no longer care for me. <p/><p/>I'm a large but shy girl who takes time to warm up and would do best in a quiet, patient home. I startle easily at loud noises and can get scared of new people and experiences. My previous owner said I'm not a big fan of other dogs or cats and would probably like to be in a home by myself. I'll need someone who can be available to me to help me build my confidence! I may do best in a teen/adult home with people who understand I need time to decompress and adjust. <p/><p/>I am a large breed dog. I weigh 105lbs. <p/><p/>I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",
K25-180345,A731198,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2959419,LOST,Steve,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,"Jun 30, 2025",Date Lost,WOODLAND  PARK AVE N & ALLEN,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2959419,Image Copyright HLP Inc. 2025,"Description: Ginger cat with white paws and belly and a noticeable tummy pouch. Chipped but no collar.<p/>Age: Over 1 year<p/>Location Lost: Woodland Park Ave N & Allen, Seattle WA  98103<p/>Lost Date: 2025-06-30<p/>",
K25-180344,A731174,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2959382,In Public Home,,Dog,Unknown<p/>,Unknown,American Pit Bull Terrier,Unknown,"Jun 29, 2025",Date Found,15100 block of  SE 38TH ST,Bellevue,,98006,BELLEVUE,47.576664,-122.137261,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2959382,Image Copyright HLP Inc. 2025,"Description: female, approximately 1 year old, very sweet, no microchip <p/>Age: Unknown<p/>Found Near: 15100 block of  SE 38TH ST<p/>Found Date: 2025-06-29<p/>",
K25-180131,A730894,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2957232,LOST,Pozole,Cat,Over 1 year<p/>,Male,Domestic Longhair,Unknown,"Jun 21, 2025",Date Lost,2ND  AVE S,B,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2957232,Image Copyright HLP Inc. 2025,"Description: Male gray long hair.  Medium size.<p/>Age: Over 1 year<p/>Location Lost: 2nd ave S, Burien, Seattle WA  98148<p/>Lost Date: 2025-06-21<p/>",
K25-180411,A731330,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2960168,LOST,Boz,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Black,"Jun 30, 2025",Date Lost,169th  Ave NE & NE 2nd Pl,Bellevue,,98008,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2960168,Image Copyright HLP Inc. 2025,"Description: Black Tuxedo with white face,  white underbelly, four white paws, lynx-like tips on the ears, and knot near end of tail. Wallflower behavior.  No collar when Lost (adept at taking it off). Approx. 12-15 lbs.<p/>Age: Over 1 year<p/>Location Lost: 169th Ave. NE and NE2nd Place, Bellevue WA  98008<p/>Lost Date: 2025-06-30<p/>",
K25-181073,A689458,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A689458,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Naomi,Cat,3 YEARS,Spayed Female,Domestic Shorthair,Dilute Tor,"Jul 19, 2025",Received on,13700 block of  SE 275TH ST,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A689458,Image Copyright HLP Inc. 2025,"Received on: 2025-07-19<p/> Found Near: 13700 block of  SE 275TH ST<p/> Description: Dilute Tor Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K25-180911,A560901,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A560901,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Lyla,Cat,10 YEARS 2 MONTHS,Spayed Female,American Shorthair,Gray Tabby,"Jul 15, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A560901,Image Copyright HLP Inc. 2025,"Received on: 2025-07-15<p/> Description: Gray Tabby<p/>  Spayed Female American Shorthair Cat<p/> Age: 10 YEARS 2 MONTHS<p/> Adoption Fee: $30<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Lyla and I am available for adoption!<p/><p/>Because of my shy nature, I would do best in a calm, quiet home. When I go to my new home it is important to be patient with me and allow me time to acclimate to my new environment at my own speed. It is best to keep me in a smaller, quiet room, with my food, bed, and litterbox until I am comfortable and confident enough to start exploring the rest of my home.<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/><p/><p/><p/>",
K25-180309,A731133,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2958817,LOST,Calvin,Cat,Under 1 year<p/>,Male,Domestic Shorthair,Unknown,"Jun 28, 2025",Date Lost,18TH  ST SW APARTMENT BUILDING I CAN'T REMEMBER THE NAME BUT IT WAS IN SEATTLE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2958817,Image Copyright HLP Inc. 2025,"Description: he is Orange Tabi Colored about a year old. I Lost him at I think sea burst apartments off of 18th St sw<p/>Age: Under 1 year<p/>Location Lost: 18th St SW Apartment building I  can't remember the name but it was in seattle, Renton WA  98055<p/>Lost Date: 2025-06-28<p/>",
K25-179582,A729907,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2951102,LOST,Bella,Dog,Over 1 year<p/>,Female,Miniature Poodle,Black,"Jun 08, 2025",Date Lost,JAMES  HILL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2951102,Image Copyright HLP Inc. 2025,"Description: Black, small, female<p/>Age: Over 1 year<p/>Location Lost: James hill, Kent WA  98031<p/>Lost Date: 2025-06-08<p/>",
K25-180240,A461362,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2958036,In Public Home,Siyiya,Dog,Unknown<p/>,Spayed Female,Australian Shepherd / Mix,Tricolor,"Jun 25, 2025",Date Found,AUBURN-ENUMCLAW  RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2958036,Image Copyright HLP Inc. 2025,"Description: Black tri mini Aussie/ mini American shepherd Found on Auburn enumclaw rd on 6/25 around 8pm. Mild limping but no obvious injuries. Microchip was Found at vet clinic but no answer to message left. <p/>Age: Unknown<p/>Found Near: Auburn-enumclaw rd , Tacoma WA  98408<p/>Found Date: 2025-06-25<p/>",
K25-180594,A731633,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2963358,LOST,No A Reign,Dog,Over 1 year<p/>,Female,Pug,Unknown,"Jun 24, 2025",Date Lost,14600 block of  SE 176th St,King County,,98058,OTHER,47.445018,-122.147045,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2963358,Image Copyright HLP Inc. 2025,"Description: Nova is a 4 year old brindle female pug. She has only 3 toes on her front left paw. She is smaller in size as she was the runt of her litter. <p/>Age: Over 1 year<p/>Location Lost: 14600 Se 176th Ave, H 3, Renton WA  98058<p/>Lost Date: 2025-06-24<p/>",
K25-180412,A731331,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2960184,LOST,Nova,Cat,Over 1 year<p/>,Female,Domestic Mediumhair,Unknown,"Jun 28, 2025",Date Lost,18TH  AVE S @ S 374TH ST,19TH,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2960184,Image Copyright HLP Inc. 2025,"Description: gray color with stripes and green eyes, has a different eye pupil.<p/>Age: Over 1 year<p/>Location Lost: 18th Ave S @ S 374th ST, 19th Way S, Sumner WA  98390<p/>Lost Date: 2025-06-28<p/>",
K25-180936,A732140,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2966936,LOST,Raven,Cat,Over 1 year<p/>,Female,Bengal,Unknown,"Jul 04, 2025",Date Lost,255TH  AND LAKE WILDERNESS DR,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2966936,Image Copyright HLP Inc. 2025,"Description: She is fixed, 3 years old, bengal, looks like a tabby I guess, but she’s bengal, brownish/orange (mainly brown, black stripes. <p/>Age: Over 1 year<p/>Location Lost: 255th and lake wilderness Dr , Maple Valley WA  98038<p/>Lost Date: 2025-07-04<p/>",
K25-179625,A729988,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2951648,LOST,Grace,Cat,Under 1 year<p/>,Female,Maine Coon,Unknown,"Jun 10, 2025",Date Lost,100 block of  AVE SE AND SE 230ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2951648,Image Copyright HLP Inc. 2025,"<p/>Age: Under 1 year<p/>Location Lost: 132 ave se and se 230st, Kent WA  98042<p/>Lost Date: 2025-06-10<p/>",
